id_cliente,idade,renda_mensal,tempo_emprego_anos,autonomo,score_credito,valor_solicitado,prazo_meses,juros_mensal_pct,qtde_cartoes,qtde_contratos_abertos,utilizacao_credito,inadimplencias_anteriores,dias_atraso_max_12m,reclamacoes_6m,possui_avalista,canal_aquisicao,regiao,tipo_produto,parcelas_pagas_ate_3m,atraso_primeira_parcela_dias,status_apos_90d,default_90d
4053,58,4909.56,11.869920341027829,0,742.0,1071.0,24,1.16,1,1,0.369,0,0,0,0,app,Nordeste,cartao,3,5,em_dia,0
4054,60,18636.26,6.468523770643221,0,590.0,18656.2,18,2.54,1,2,0.386,0,0,1,0,loja,Sudeste,emprestimo_pessoal,2,0,em_dia,0
4055,18,8945.0,1.7649005462808918,0,586.0,19545.32,6,2.07,3,1,0.273,0,0,0,1,loja,Nordeste,cartao,2,15,em_atraso_leve,0
4056,38,10375.67,5.594790677135133,0,763.0,5134.21,18,1.46,0,1,0.362,0,30,0,0,site,Sul,emprestimo_pessoal,2,15,em_dia,0
4057,62,28583.44,6.437678104160462,0,597.0,10101.69,36,3.7,0,0,0.449,1,0,0,0,app,Nordeste,bnpl,2,15,em_dia,0
4058,46,6180.38,1.9888088703991662,0,517.0,11610.3,18,3.85,1,1,0.162,1,0,1,0,app,Norte,bnpl,1,99,default,1
4059,28,3955.34,4.022879514332327,0,562.0,11933.6,48,3.46,1,1,0.377,1,0,0,0,site,Sudeste,bnpl,0,61,default,1
4060,49,7265.0,5.084357464921874,0,723.0,34681.29,48,2.66,1,4,0.244,0,0,1,0,app,Sul,cartao,2,0,em_dia,0
4061,25,2300.98,8.787874147660737,0,715.0,11401.22,48,3.23,1,1,0.389,0,0,0,0,parceiro,Sudeste,cartao,2,15,em_dia,0
4062,19,3794.41,4.379569926023317,0,585.0,5902.84,24,4.68,4,0,0.46,0,5,0,0,app,Nordeste,emprestimo_pessoal,2,0,em_dia,0
4063,51,,3.3758119974494947,0,596.0,11509.47,36,3.41,4,0,0.361,0,0,0,1,site,Sudeste,cartao,2,0,em_dia,0
4064,45,4717.37,7.291710767166315,0,707.0,5551.04,18,2.22,5,1,0.322,0,0,1,0,loja,Sudeste,bnpl,3,0,em_dia,0
4065,58,2146.48,7.377530421558429,0,762.0,3234.0,36,1.67,2,3,0.517,0,0,1,0,site,Sudeste,cartao,3,5,em_dia,0
4066,36,2090.84,,1,644.0,22560.96,12,3.24,2,1,0.176,0,0,1,0,app,Centro-Oeste,cartao,2,10,em_dia,0
4067,63,,5.064410255098362,0,697.0,12597.24,12,2.37,2,1,0.803,0,0,0,0,app,Sudeste,emprestimo_pessoal,3,0,em_dia,0
4068,40,3156.55,4.800366519258335,0,724.0,1643.89,60,2.14,1,0,0.644,0,0,0,0,app,Sudeste,bnpl,3,5,em_dia,0
4069,57,824.58,,1,833.0,4474.19,24,1.23,1,1,0.097,0,0,0,0,loja,Nordeste,bnpl,2,0,em_dia,0
4070,23,,2.304677980704048,0,552.0,15232.58,9,3.2,0,3,0.15,0,15,0,0,site,Sul,emprestimo_pessoal,2,10,em_dia,0
4071,23,1480.4,0.0,0,593.0,2117.4,12,2.08,0,0,0.397,0,60,0,1,loja,Sul,emprestimo_pessoal,3,5,em_dia,0
4072,59,1804.95,8.435690837696118,0,607.0,4218.37,18,2.87,0,0,0.181,0,30,1,0,loja,Sudeste,emprestimo_pessoal,2,10,em_dia,0
4073,62,4775.89,8.242874965473238,0,720.0,60000.0,48,3.06,2,0,0.37,0,0,0,1,app,Sul,cartao,2,10,em_atraso_leve,0
4074,67,4124.59,11.878282659226283,0,629.0,6037.68,48,3.82,1,0,0.454,1,0,0,1,app,Sul,cartao,2,0,em_dia,0
4075,35,7781.29,3.5049095180462677,0,677.0,20080.14,12,3.15,2,1,0.088,0,0,0,0,app,Sudeste,emprestimo_pessoal,3,0,em_dia,0
4076,19,6155.61,0.17856172113152757,0,660.0,28640.98,9,2.51,1,0,0.709,0,0,0,0,app,Norte,cartao,2,0,em_dia,0
4077,69,7820.04,10.38253032280413,0,650.0,3695.88,12,2.43,1,0,0.37,0,0,1,1,parceiro,Sudeste,cartao,3,5,em_dia,0
4078,49,5523.77,2.440284664401105,0,659.0,10032.72,24,3.68,1,0,0.132,0,15,0,0,app,Centro-Oeste,emprestimo_pessoal,3,0,em_dia,0
4079,31,4096.05,6.857445872793856,0,738.0,46036.7,24,1.51,1,0,0.208,0,0,0,0,parceiro,Sudeste,bnpl,3,0,em_dia,0
4080,58,7982.7,10.08994699094796,0,568.0,11822.89,36,3.6,1,0,0.419,2,0,0,0,app,Sudeste,emprestimo_pessoal,2,10,em_atraso_leve,0
4081,65,6974.93,11.54047615397043,0,637.0,59747.8,24,3.91,0,0,0.143,0,30,0,0,site,Sudeste,emprestimo_pessoal,2,0,em_dia,0
4082,33,4640.56,4.618180446378227,0,547.0,4655.66,9,3.83,1,1,0.364,1,5,0,0,app,Sudeste,emprestimo_pessoal,3,15,em_dia,0
4083,58,9079.93,4.597262660907818,0,669.0,36854.36,12,2.54,2,1,0.326,0,0,1,0,loja,Sudeste,emprestimo_pessoal,3,15,em_dia,0
4084,59,800.0,6.802157042068769,0,633.0,8114.19,18,3.65,2,2,0.201,0,0,0,0,app,Nordeste,emprestimo_pessoal,1,110,default,1
4085,44,,5.950241132777222,0,741.0,6056.21,36,2.12,2,0,0.314,0,0,0,1,app,Nordeste,emprestimo_pessoal,3,15,em_dia,0
4086,51,2782.7,,1,650.0,13783.55,24,2.97,4,1,0.342,2,0,1,0,app,Centro-Oeste,cartao,3,10,em_dia,0
4087,32,8308.47,7.845907011238255,0,612.0,7276.88,60,4.03,4,2,0.314,0,0,0,0,site,Norte,emprestimo_pessoal,2,0,em_dia,0
4088,67,11373.76,9.4102945864899,0,629.0,7445.11,12,1.65,1,0,0.206,0,0,0,0,site,Norte,emprestimo_pessoal,3,10,em_dia,0
4089,70,1179.54,,1,796.0,12083.67,60,1.8,1,0,0.206,0,30,0,0,site,Sul,cartao,2,0,em_dia,0
4090,69,10085.9,14.21005786763022,0,517.0,1720.93,12,3.6,1,4,0.298,0,120,0,0,loja,Sudeste,emprestimo_pessoal,1,29,default,1
4091,57,1453.8,6.520862463095619,0,597.0,4057.57,18,3.21,2,1,0.136,0,0,0,0,app,Sul,emprestimo_pessoal,2,0,em_atraso_leve,0
4092,20,1487.14,0.0,0,653.0,14786.11,6,2.9,3,0,0.179,1,0,1,1,site,Sudeste,emprestimo_pessoal,2,0,em_atraso_leve,0
4093,37,2936.0,0.8741105703845404,0,596.0,18582.91,12,2.96,0,0,0.084,0,5,1,0,app,Centro-Oeste,emprestimo_pessoal,2,10,em_dia,0
4094,41,2756.9,9.467242590078705,1,692.0,10838.29,12,2.63,1,0,0.511,0,0,0,0,site,Sul,emprestimo_pessoal,2,5,em_dia,0
4095,68,1087.57,13.887447206758875,0,645.0,10114.11,12,3.12,0,1,0.271,0,30,0,0,app,Centro-Oeste,bnpl,3,0,em_atraso_leve,0
4096,46,5698.32,8.393197687183214,0,672.0,11261.98,24,2.79,1,0,0.507,0,0,0,0,app,Sudeste,bnpl,3,0,em_dia,0
4097,46,5825.91,9.477580270054974,0,660.0,18057.66,36,2.84,1,0,0.102,0,0,0,0,app,Sudeste,cartao,2,15,em_dia,0
4098,25,7715.99,6.598154105795139,0,641.0,2380.11,36,2.88,1,0,0.5,0,60,1,0,parceiro,Sudeste,cartao,1,53,default,1
4099,60,2528.61,8.489206534674231,0,540.0,5188.21,36,3.77,2,1,0.355,0,5,0,0,app,Sul,emprestimo_pessoal,2,0,em_dia,0
4100,35,3397.62,4.69164625733824,0,665.0,7509.56,36,2.78,2,1,0.425,0,0,0,0,app,Nordeste,emprestimo_pessoal,3,0,em_dia,0
4101,22,3421.03,3.869521180668127,0,500.0,9448.56,60,3.65,3,0,0.366,0,15,1,0,site,Centro-Oeste,cartao,3,5,em_dia,0
4102,70,12413.19,10.316054051001531,0,593.0,1331.42,6,4.06,0,1,0.23,0,0,0,0,parceiro,Sudeste,bnpl,3,0,em_dia,0
4103,28,800.0,0.10440697715760638,0,692.0,2747.41,60,2.45,1,2,0.232,0,0,0,1,loja,Sul,cartao,3,15,em_dia,0
4104,18,1707.54,4.061855552592386,0,751.0,7887.51,18,1.77,2,1,0.534,2,0,0,0,app,Sudeste,emprestimo_pessoal,3,15,em_dia,0
4105,22,3514.57,7.085158965539561,0,850.0,18927.41,18,1.35,4,2,0.279,2,0,1,0,loja,Sudeste,cartao,2,0,em_dia,0
4106,41,1550.51,3.5376965008483916,0,614.0,5602.75,24,3.12,0,1,0.615,0,5,2,0,app,Sul,emprestimo_pessoal,3,0,em_atraso_leve,0
4107,23,2883.55,1.0036327513737107,0,576.0,4538.45,6,4.19,2,0,0.284,0,15,0,0,parceiro,Centro-Oeste,cartao,2,10,em_dia,0
4108,62,3184.22,8.44791208233533,0,694.0,12538.57,12,2.98,2,0,0.206,0,5,1,1,app,Sudeste,emprestimo_pessoal,2,15,em_dia,0
4109,45,2137.2,,1,809.0,6053.16,18,1.54,2,0,0.568,3,15,1,0,app,Sudeste,cartao,2,0,em_dia,0
4110,35,3673.39,0.0,0,780.0,16915.08,36,2.26,0,0,0.336,0,120,0,0,app,Sul,emprestimo_pessoal,2,0,em_dia,0
4111,18,5606.21,5.517016640368123,0,562.0,6628.08,48,3.76,0,0,0.025,0,0,0,0,app,Sul,emprestimo_pessoal,3,0,em_dia,0
4112,43,2931.64,2.9216705899179845,0,638.0,3100.33,12,2.34,1,4,0.203,0,30,0,0,app,Sudeste,cartao,3,5,em_dia,0
4113,26,2491.46,2.5245700255207324,0,722.0,26761.07,12,2.73,2,1,0.155,2,0,0,0,parceiro,Sudeste,bnpl,1,74,default,1
4114,69,3090.83,,1,728.0,22899.46,24,1.15,0,1,0.201,0,0,0,1,app,Sudeste,emprestimo_pessoal,3,10,em_dia,0
4115,33,3480.53,7.768641852195496,0,700.0,3551.19,18,0.5,2,3,0.112,0,0,2,0,site,Sul,emprestimo_pessoal,3,0,em_dia,0
4116,43,948.88,7.48611655399405,0,612.0,11198.61,12,3.58,1,0,0.416,0,120,0,0,app,Norte,cartao,0,88,default,1
4117,18,4947.73,0.6574116059620481,0,700.0,6060.38,18,2.68,1,2,0.267,0,5,0,1,app,Nordeste,emprestimo_pessoal,3,15,em_dia,0
4118,24,2495.56,0.0,0,729.0,13539.97,36,2.39,0,0,0.165,0,5,1,1,app,Nordeste,emprestimo_pessoal,2,0,em_atraso_leve,0
4119,28,9015.22,1.4857456829962992,0,571.0,3800.4,12,4.32,0,1,0.313,0,0,0,1,site,Nordeste,cartao,3,0,em_dia,0
4120,20,5452.38,,1,763.0,16785.37,9,1.87,1,5,0.135,0,30,0,1,app,Sudeste,emprestimo_pessoal,1,117,default,1
4121,56,8417.5,6.720224964279178,0,734.0,22090.56,6,1.93,0,1,0.621,0,0,3,0,site,Sul,cartao,3,0,em_dia,0
4122,68,1639.69,7.881843155581954,0,587.0,3575.84,24,3.85,4,1,0.131,0,0,1,0,parceiro,Sudeste,cartao,2,10,em_dia,0
4123,70,,8.480945658144341,0,729.0,8473.86,12,1.79,2,0,0.019,0,0,1,0,parceiro,Nordeste,cartao,2,5,em_dia,0
4124,32,1378.39,,1,719.0,22488.67,24,2.14,0,0,0.144,0,90,0,0,parceiro,Norte,cartao,2,0,em_atraso_leve,0
4125,59,2062.4,,1,722.0,3415.36,48,2.38,0,1,0.164,0,0,1,0,app,Sudeste,emprestimo_pessoal,3,0,em_dia,0
4126,44,8951.69,6.195047076608259,0,784.0,4530.98,12,1.89,1,0,0.029,0,30,0,0,app,Centro-Oeste,emprestimo_pessoal,3,0,em_dia,0
4127,20,10680.09,0.0,0,649.0,14040.12,12,2.69,3,2,0.501,0,0,0,0,site,Centro-Oeste,emprestimo_pessoal,2,0,em_atraso_leve,0
4128,22,1479.44,10.91847771941364,0,678.0,6978.65,6,2.35,1,1,0.764,0,5,1,0,site,Nordeste,cartao,2,5,em_dia,0
4129,47,2481.98,3.9864923823931093,0,426.0,2096.9,60,4.19,2,2,0.445,0,0,0,0,app,Centro-Oeste,emprestimo_pessoal,2,0,em_dia,0
4130,40,3305.59,,1,745.0,6093.7,24,1.61,1,3,0.329,0,0,0,0,loja,Sudeste,emprestimo_pessoal,2,15,em_dia,0
4131,18,5430.15,3.4826293367517382,0,737.0,35301.16,36,3.11,2,0,0.092,2,0,0,0,app,Sudeste,cartao,3,5,em_dia,0
4132,67,935.11,5.942233206598107,0,765.0,46196.16,48,1.72,2,1,0.264,0,30,0,0,app,Sudeste,cartao,0,113,default,1
4133,56,1051.81,6.087386779873119,0,570.0,4654.89,60,3.66,1,1,0.31,0,0,1,0,parceiro,Centro-Oeste,emprestimo_pessoal,2,10,em_atraso_leve,0
4134,44,5053.0,4.604863461298713,0,732.0,3680.82,48,1.34,0,0,0.34,0,15,0,1,loja,Sudeste,cartao,2,15,em_dia,0
4135,70,811.38,4.540866675993181,0,737.0,5420.19,12,3.52,1,1,0.501,0,30,0,0,loja,Centro-Oeste,emprestimo_pessoal,2,10,em_dia,0
4136,69,2503.44,9.155062989388734,0,595.0,37005.14,24,2.87,0,0,0.191,0,0,0,0,parceiro,Sul,emprestimo_pessoal,1,91,default,1
4137,69,3952.43,1.8477235660944418,1,740.0,16366.25,60,1.44,0,1,0.475,0,90,1,0,app,Norte,cartao,2,0,em_dia,0
4138,31,4780.34,9.19447954845815,0,689.0,27768.82,24,2.5,3,1,0.433,0,5,0,0,site,Sudeste,emprestimo_pessoal,2,15,em_dia,0
4139,64,3147.08,,1,506.0,18696.21,36,3.62,3,0,0.128,0,0,0,1,site,Sudeste,emprestimo_pessoal,2,0,em_dia,0
4140,44,2660.32,6.856928251786817,0,700.0,2606.43,48,2.63,2,1,0.558,0,0,1,0,site,Sudeste,cartao,3,10,em_dia,0
4141,56,6594.2,0.0,0,585.0,3571.27,24,2.6,1,1,0.229,0,0,2,1,app,Nordeste,emprestimo_pessoal,2,0,em_dia,0
4142,63,4334.77,4.126149643474427,0,508.0,4426.88,36,4.72,0,1,0.339,0,15,1,0,app,Sudeste,cartao,2,0,em_dia,0
4143,26,2154.37,,1,681.0,5133.37,24,3.11,0,1,0.643,2,15,1,0,app,Sudeste,cartao,3,10,em_dia,0
4144,41,3600.44,18.789344889638603,0,644.0,4494.62,18,2.85,2,1,0.148,0,0,0,0,parceiro,Nordeste,emprestimo_pessoal,2,10,em_dia,0
4145,24,4665.24,6.401423627699607,0,769.0,4961.81,12,0.92,1,1,0.276,1,0,0,0,site,Sudeste,emprestimo_pessoal,2,10,em_dia,0
4146,32,12697.95,6.809301935878328,0,665.0,13788.82,24,2.29,0,1,0.091,0,0,0,0,app,Norte,cartao,2,10,em_dia,0
4147,39,6312.34,5.857409798399658,0,716.0,8978.82,60,2.33,0,4,0.272,0,5,0,0,app,Sudeste,cartao,2,15,em_dia,0
4148,63,8703.11,3.933759815014403,0,693.0,22561.68,48,1.83,1,1,0.405,0,5,0,0,site,Sudeste,emprestimo_pessoal,3,5,em_atraso_leve,0
4149,63,2214.01,10.383109291201155,0,737.0,9909.6,12,1.54,1,1,0.349,0,0,1,0,parceiro,Sudeste,cartao,2,15,em_dia,0
4150,38,2362.28,,1,575.0,4502.38,48,4.09,0,1,0.488,0,5,0,0,app,Centro-Oeste,cartao,2,0,em_atraso_leve,0
4151,35,2933.59,0.0,0,667.0,9389.9,6,2.8,0,1,0.239,0,0,1,0,app,Sul,emprestimo_pessoal,2,0,em_dia,0
4152,46,3142.7,,1,638.0,2214.06,24,3.04,2,1,0.134,0,5,0,0,parceiro,Nordeste,emprestimo_pessoal,2,0,em_dia,0
4153,66,1643.36,10.675029262755576,0,706.0,1121.18,60,2.67,1,2,0.313,0,15,0,0,site,Norte,emprestimo_pessoal,3,0,em_dia,0
4154,69,9045.01,7.419050807753743,0,672.0,13820.76,60,2.59,0,0,0.412,1,0,0,1,site,Nordeste,emprestimo_pessoal,3,0,em_dia,0
4155,30,6788.82,3.293003349665332,0,598.0,19010.76,24,3.28,0,1,0.158,0,5,1,0,site,Sudeste,cartao,3,5,em_dia,0
4156,27,2782.93,2.5260862203226044,1,621.0,8505.83,24,3.37,0,1,0.357,0,0,0,0,loja,Sudeste,emprestimo_pessoal,3,15,em_atraso_leve,0
4157,55,5663.52,1.9999921058062125,0,790.0,5736.4,18,2.1,5,0,0.55,0,0,1,0,app,Centro-Oeste,emprestimo_pessoal,2,0,em_dia,0
4158,33,4136.86,0.9524418289390857,0,506.0,2557.04,36,4.39,0,0,0.639,0,0,0,0,loja,Nordeste,emprestimo_pessoal,3,10,em_dia,0
4159,28,6005.25,0.5285082781129162,0,710.0,21570.53,12,3.15,0,1,0.314,1,90,0,0,app,Sudeste,emprestimo_pessoal,0,95,default,1
4160,19,1277.02,0.0,0,756.0,12159.27,6,1.96,0,0,0.017,0,0,0,0,app,Nordeste,bnpl,2,15,em_dia,0
4161,39,3137.79,2.2552646664487703,0,699.0,10246.53,36,1.7,0,3,0.285,0,5,1,0,site,Sudeste,emprestimo_pessoal,0,26,default,1
4162,38,3350.92,,1,818.0,7967.27,9,2.01,0,0,0.6,0,30,0,0,site,Nordeste,emprestimo_pessoal,2,0,em_dia,0
4163,47,5587.29,,1,730.0,5367.2,24,2.04,1,1,0.574,0,60,1,0,app,Sul,cartao,3,15,em_dia,0
4164,28,2184.6,5.013398723883885,0,683.0,3105.43,18,2.16,1,5,0.609,0,5,2,0,app,Nordeste,emprestimo_pessoal,3,5,em_dia,0
4165,55,800.0,1.4122630707603854,0,610.0,9916.9,6,3.61,0,0,0.484,0,0,0,0,site,Nordeste,emprestimo_pessoal,3,15,em_dia,0
4166,54,1555.02,4.781788825131998,0,684.0,5061.66,12,2.78,0,0,0.206,0,0,0,0,site,Sudeste,cartao,3,0,em_atraso_leve,0
4167,42,3343.36,10.876209584608462,0,708.0,5579.36,12,1.66,4,0,0.367,2,5,1,0,loja,Centro-Oeste,cartao,1,32,default,1
4168,27,3671.78,0.0,0,650.0,34453.49,12,3.24,3,3,0.391,0,15,0,1,site,Centro-Oeste,emprestimo_pessoal,2,5,em_dia,0
4169,44,12373.71,6.11323236228273,0,587.0,7679.66,24,4.44,2,1,0.596,0,0,0,0,loja,Nordeste,emprestimo_pessoal,1,114,default,1
4170,53,5418.52,6.069326769010096,0,548.0,994.44,24,3.93,1,1,0.443,0,0,0,0,site,Sudeste,cartao,3,5,em_dia,0
4171,37,3720.7,7.6051064524431755,0,666.0,5074.87,18,2.59,3,1,0.181,0,0,1,0,app,Sudeste,emprestimo_pessoal,2,0,em_dia,0
4172,31,,4.094133944750922,0,524.0,3415.1,48,3.04,1,0,0.585,0,0,0,1,loja,Sudeste,emprestimo_pessoal,3,15,em_dia,0
4173,44,8011.68,3.1104658272668746,0,610.0,7107.17,36,4.34,1,1,0.151,1,15,0,0,app,Sudeste,emprestimo_pessoal,3,5,em_dia,0
4174,36,2248.31,3.893674425155098,0,443.0,2383.75,36,4.38,2,2,0.334,0,0,0,0,site,Norte,emprestimo_pessoal,2,0,em_dia,0
4175,39,3150.47,4.3047948038380754,0,721.0,11565.52,24,1.48,0,1,0.511,0,5,0,1,app,Nordeste,emprestimo_pessoal,2,10,em_dia,0
4176,36,1546.23,3.339066862010117,0,748.0,6220.09,36,2.08,0,1,0.462,0,0,1,1,site,Sudeste,cartao,3,15,em_dia,0
4177,34,10144.61,0.0,0,657.0,5339.25,12,3.36,2,4,0.266,0,0,0,0,app,Sudeste,emprestimo_pessoal,3,0,em_dia,0
4178,55,4698.0,10.290810126592621,0,806.0,9084.93,12,2.19,0,1,0.025,2,0,1,1,site,Sudeste,bnpl,3,15,em_dia,0
4179,42,2058.79,,1,765.0,7495.35,12,1.5,1,2,0.398,0,15,0,1,site,Sudeste,cartao,2,0,em_dia,0
4180,42,3212.09,,1,691.0,7134.47,36,2.46,1,1,0.212,0,0,0,0,app,Nordeste,cartao,2,0,em_dia,0
4181,52,5129.46,4.527460287356863,1,640.0,6611.98,18,2.95,0,0,0.713,1,0,1,0,loja,Centro-Oeste,cartao,3,15,em_dia,0
4182,37,2900.04,2.992200157260244,0,620.0,7863.05,60,3.66,3,1,0.651,0,0,1,0,loja,Sudeste,emprestimo_pessoal,1,67,default,1
4183,23,2344.12,0.0,0,698.0,10709.61,6,2.78,0,1,0.072,1,15,0,0,app,Sudeste,bnpl,2,10,em_dia,0
4184,63,2142.68,0.3662130628320641,0,638.0,9628.39,18,3.12,1,2,0.698,0,0,0,0,parceiro,Nordeste,emprestimo_pessoal,2,0,em_dia,0
4185,20,4513.1,0.0,0,697.0,20848.65,12,2.96,2,4,0.411,0,0,0,1,app,Sudeste,emprestimo_pessoal,3,5,em_dia,0
4186,48,2675.73,3.8525918091208284,0,703.0,5026.66,36,1.66,0,0,0.391,0,0,1,1,site,Nordeste,bnpl,3,10,em_dia,0
4187,32,2490.4,0.0,0,630.0,9794.77,18,3.27,1,0,0.116,1,90,0,1,app,Sul,emprestimo_pessoal,1,30,default,1
4188,29,1284.95,3.4394221742991755,0,743.0,60000.0,24,2.18,3,0,0.169,0,0,0,0,loja,Centro-Oeste,emprestimo_pessoal,0,20,default,1
4189,20,3709.86,5.80999706160719,0,631.0,7726.31,24,3.0,1,1,0.11,0,15,0,1,app,Sudeste,emprestimo_pessoal,3,0,em_dia,0
4190,65,3055.2,,1,652.0,7985.19,9,2.71,2,0,0.23,0,120,0,0,site,Sudeste,emprestimo_pessoal,0,25,default,1
4191,40,2749.8,3.696600213944485,1,567.0,2733.45,36,3.66,1,1,0.091,1,0,1,1,parceiro,Sudeste,emprestimo_pessoal,3,10,em_dia,0
4192,36,4062.67,0.0,0,627.0,4363.23,36,2.75,4,0,0.173,0,0,0,0,app,Sul,cartao,2,15,em_dia,0
4193,57,6133.49,,1,833.0,7308.44,24,2.78,0,2,0.337,2,0,0,0,app,Sul,bnpl,3,0,em_dia,0
4194,20,5923.56,2.2523725917259534,0,573.0,12589.68,12,4.28,2,0,0.491,1,60,0,0,site,Sudeste,cartao,0,39,default,1
4195,47,5297.89,6.465228882263071,0,687.0,13890.85,36,3.15,2,1,0.071,0,0,0,0,parceiro,Sul,bnpl,2,0,em_atraso_leve,0
4196,44,2921.98,11.396359801058798,0,611.0,10556.84,36,2.91,0,1,0.338,0,15,0,0,parceiro,Norte,emprestimo_pessoal,3,0,em_atraso_leve,0
4197,47,2287.63,2.093159296642714,0,462.0,15846.12,48,3.97,0,1,0.141,0,0,0,0,app,Norte,cartao,2,15,em_dia,0
4198,24,1599.72,0.0,0,698.0,3421.23,12,2.33,0,1,0.338,0,0,1,0,parceiro,Sudeste,emprestimo_pessoal,3,0,em_atraso_leve,0
4199,68,2243.18,3.8129089776658502,0,603.0,12121.98,48,3.34,2,1,0.562,1,0,1,0,site,Sudeste,emprestimo_pessoal,3,0,em_dia,0
4200,30,3551.96,4.641157738937374,0,677.0,8091.32,48,1.84,1,2,0.178,2,0,0,1,site,Sudeste,emprestimo_pessoal,3,0,em_dia,0
4201,53,1940.7,,1,734.0,8896.01,12,2.4,2,2,0.204,0,0,0,0,app,Sudeste,cartao,3,10,em_dia,0
4202,57,3761.45,1.9252735464046138,0,670.0,5879.49,36,3.29,0,1,0.622,0,5,0,0,app,Nordeste,cartao,2,0,em_atraso_leve,0
4203,36,1696.68,0.0,0,678.0,3558.59,12,1.39,1,2,0.184,0,30,0,0,app,Sul,cartao,3,10,em_dia,0
4204,24,1007.04,0.9788684446391156,0,576.0,2847.84,12,3.01,1,0,0.072,0,0,1,0,loja,Sudeste,emprestimo_pessoal,3,15,em_dia,0
4205,33,6470.92,0.0,0,710.0,10506.69,24,3.02,1,2,0.598,0,0,1,0,app,Sudeste,emprestimo_pessoal,2,0,em_dia,0
4206,60,2452.12,8.36221696389084,0,634.0,12214.4,9,3.21,3,0,0.297,0,0,1,0,site,Nordeste,emprestimo_pessoal,2,15,em_dia,0
4207,66,,5.820005889808058,0,480.0,7165.71,9,3.86,2,0,0.12,0,15,0,0,loja,Sudeste,cartao,1,95,default,1
4208,67,1540.92,5.185087404839009,0,720.0,7899.9,24,2.66,0,0,0.384,0,15,1,0,site,Nordeste,emprestimo_pessoal,2,5,em_dia,0
4209,29,4806.84,0.16603258976947677,0,746.0,4337.35,60,1.71,1,0,0.244,0,0,1,0,app,Norte,bnpl,3,5,em_dia,0
4210,50,9815.31,6.26092954303208,0,776.0,12268.61,6,1.64,1,1,0.261,0,5,0,0,app,Sudeste,cartao,2,15,em_dia,0
4211,26,2586.89,2.6091322831601254,0,835.0,8423.06,6,0.64,4,1,0.127,1,0,0,1,app,Norte,cartao,2,5,em_dia,0
4212,55,2977.52,6.646850444519078,0,716.0,5863.05,9,2.3,0,1,0.457,1,0,0,1,app,Sudeste,emprestimo_pessoal,2,0,em_dia,0
4213,40,7818.45,4.77045305332034,0,694.0,16703.4,6,3.05,1,0,0.522,1,0,0,0,app,Norte,emprestimo_pessoal,0,22,default,1
4214,55,,5.687315621911527,0,743.0,13842.01,60,1.8,2,0,0.207,0,0,1,1,app,Sul,cartao,3,5,em_dia,0
4215,54,,2.204042957896683,0,575.0,2168.32,18,3.87,0,2,0.401,0,30,1,0,app,Sudeste,emprestimo_pessoal,0,86,default,1
4216,70,21885.8,5.183669556440583,0,508.0,8341.3,36,4.07,0,1,0.409,0,0,0,0,site,Centro-Oeste,emprestimo_pessoal,3,0,em_dia,0
4217,43,800.0,,1,609.0,3542.88,18,3.82,1,1,0.798,0,30,0,1,parceiro,Sudeste,cartao,3,10,em_dia,0
4218,36,3253.19,10.888183333309128,0,759.0,9007.3,60,1.67,1,0,0.246,0,0,4,0,app,Sudeste,emprestimo_pessoal,3,0,em_dia,0
4219,45,2041.23,0.019072878541160243,0,594.0,549.02,18,4.21,2,2,0.543,0,0,1,0,app,Sudeste,emprestimo_pessoal,3,15,em_dia,0
4220,26,2869.63,0.9935822383908832,0,690.0,9459.45,60,2.89,0,1,0.148,0,0,0,0,app,Sudeste,cartao,2,0,em_atraso_leve,0
4221,23,2557.36,2.443934710386711,0,699.0,14652.75,24,2.58,0,1,0.673,0,0,0,1,site,Nordeste,emprestimo_pessoal,3,10,em_dia,0
4222,45,6433.91,3.6783353635462763,0,671.0,7281.0,60,2.84,3,0,0.34,0,0,0,0,app,Sudeste,emprestimo_pessoal,2,10,em_dia,0
4223,61,3216.63,10.418893395032082,0,541.0,2972.58,24,3.56,1,0,0.208,2,0,0,0,app,Nordeste,cartao,2,0,em_dia,0
4224,46,1767.53,3.7802572432399675,0,679.0,42197.3,48,2.32,0,2,0.178,0,0,0,1,loja,Centro-Oeste,cartao,2,0,em_dia,0
4225,59,3075.98,5.599105102972867,0,614.0,21370.43,18,3.32,3,0,0.12,0,0,1,0,site,Sudeste,bnpl,3,0,em_dia,0
4226,27,5149.25,5.4311997976571105,0,795.0,5093.88,24,0.95,0,2,0.178,0,0,0,0,parceiro,Sudeste,emprestimo_pessoal,2,0,em_dia,0
4227,41,1440.47,10.597490820214317,0,747.0,6408.15,24,1.7,2,2,0.169,0,5,2,0,loja,Nordeste,cartao,2,15,em_dia,0
4228,50,1018.25,10.266244308819147,0,617.0,1485.22,24,2.64,0,2,0.237,0,30,0,0,app,Sudeste,cartao,3,0,em_dia,0
4229,36,15600.77,3.1817114056179974,0,800.0,11963.16,24,1.88,0,0,0.129,1,0,0,0,site,Sul,cartao,2,0,em_dia,0
4230,18,2161.8,,1,679.0,2498.25,12,2.94,2,1,0.147,0,0,1,0,app,Sul,bnpl,2,0,em_dia,0
4231,21,3157.4,2.023517356744714,0,508.0,14095.45,48,4.79,1,3,0.323,0,60,0,0,app,Sudeste,emprestimo_pessoal,1,35,default,1
